,Unnamed: 0,Kilometrage,Annee,Energie,BoiteVitesse,PuissanceFiscale,Carrosserie,Prix,Couleur,Marque,Modele
973,973,37000,9.2021,Essence,Automatique,7,SUV/4x4,97000,Blanc,PEUGEOT,2008
974,974,210000,1.2017,Essence,Manuelle,6,Coupé,42000,Blanc,SEAT,LEON
975,975,300000,12.1998,Diesel,Manuelle,10,Pick up,33000,Blanc,MITSUBISHI,PAJERO
976,976,280000,11.2011,Essence,Manuelle,6,SUV/4x4,45800,Blanc,MINI,COUNTRYMAN
977,977,110000,11.2019,Essence,Manuelle,6,Citadine,32000,Blanc,PEUGEOT,208
978,978,66500,11.202,Essence,Manuelle,6,SUV/4x4,45500,Bleu,CHERY,TIGGO 2
979,979,119000,5.2015,Essence,Automatique,8,Berline,115000,Noir,MERCEDES-BENZ,CLASSE C
980,980,93000,9.202,Essence,Manuelle,5,Citadine,38900,Gris anthracite,RENAULT,CLIO
981,981,130000,3.2016,Diesel,Automatique,7,SUV/4x4,52000,Noir,SSANGYONG,TIVOLI
982,982,150000,4.2016,Diesel,Manuelle,5,Utilitaire,23000,Blanc,PEUGEOT,BIPPER
983,983,22000,9.2022,Hybride (essence),Automatique,9,SUV/4x4,150000,Noir,TOYOTA,RAV 4
984,984,165000,7.2017,Diesel,Automatique,10,SUV/4x4,185000,Blanc,JAGUAR,F-PACE
985,985,197000,5.2016,Diesel,Manuelle,9,Pick up,50000,Beige,MAZDA,BT-50
986,986,64000,1.2019,Diesel,Automatique,10,Berline,205000,Bleu,BMW,SERIE 5
987,987,224000,4.2012,Diesel,Automatique,9,Citadine,68000,Noir,MERCEDES-BENZ,CLASSE E
988,988,150000,5.2017,Essence,Automatique,8,Berline,105000,Bleu,MERCEDES-BENZ,CLASSE C
989,989,103000,3.2021,Essence,Manuelle,5,Utilitaire,43000,Gris argent,POLO,
990,990,247000,7.2013,Diesel,Automatique,7,SUV/4x4,65000,Gris argent,VOLKSWAGEN,AMAROK
991,991,121000,10.2016,Essence,Automatique,5,Compacte,57000,Noir,GOLF,7
992,992,175000,11.2016,Essence,Automatique,6,Berline,68000,Noir,AUDI,A3
993,993,198000,4.2018,Diesel,Manuelle,5,Utilitaire,65000,Blanc,CITROEN,JUMPY
994,994,229000,7.2012,Essence,Manuelle,5,Berline,40500,Noir,GOLF,6
995,995,10000,3.2022,Essence,Automatique,6,Berline,74000,Noir,HYUNDAI,ACCENT
996,996,57322,1.2021,Essence,Automatique,7,Autres,102000,Gris anthracite,PEUGEOT,3008
997,997,22000,6.2021,Essence,Automatique,7,SUV/4x4,74000,Noir,FORD,ECOSPORT
998,998,124500,4.2018,Essence,Manuelle,5,Coupé,49500,Rouge,KIA,RIO
999,999,49520,9.2019,Essence,Automatique,5,Citadine,43500,Gris argent,KIA,PICANTO
1000,1000,104390,9.2011,Essence,Manuelle,7,Berline,51000,Marron,MINI,COUNTRYMAN
1001,1001,78000,12.2017,Essence,Manuelle,6,Coupé,50000,Bleu,FORD,FOCUS
1002,1002,120000,5.2019,Essence,Automatique,9,SUV/4x4,79900,Gris anthracite,PEUGEOT,5008
1003,1003,79000,7.2018,Essence,Manuelle,6,Citadine,65000,Blanc,SEAT,LEON
1004,1004,115000,10.2018,Diesel,Manuelle,5,Utilitaire,29900,Blanc,FIAT,FIORINO
1005,1005,254000,1.2008,Essence,Automatique,10,Coupé,47000,Gris argent,AUDI,COUPE
1006,1006,172000,5.2009,Essence,Manuelle,5,Compacte,35000,Beige,MINI,
1007,1007,370000,1.2011,Diesel,Manuelle,4,Citadine,28000,Blanc,PEUGEOT,207
1008,1008,58000,5.202,Hybride (diesel),Automatique,20,Autres,190000,Noir,LAND ROVER,DISCOVERY SPORT
1009,1009,120000,1.2016,Essence,Automatique,8,Berline,117000,Noir,MERCEDES-BENZ,CLASSE C
1010,1010,84000,12.2017,Essence,Automatique,7,Berline,89900,Noir,BMW,SERIE 3
1011,1011,183000,12.2005,Essence,Manuelle,4,Citadine,19000,Gris argent,PEUGEOT,206
1012,1012,144000,11.2018,Essence,Manuelle,7,Citadine,48900,Noir,RENAULT,MEGANE
1013,1013,177000,10.2016,Essence,Manuelle,5,Berline,25500,Gris Shark,PEUGEOT,301
1014,1014,400000,6.2006,Diesel,Automatique,15,SUV/4x4,51000,Noir,BMW,X5
1015,1015,30000,1.2023,Essence,Manuelle,4,Citadine,43000,Blanc,RENAULT,KWID
1016,1016,30000,9.2001,Essence,Manuelle,16,Berline,80000,Vert,JAGUAR,S-TYPE
1017,1017,92000,4.2017,Essence,Manuelle,7,SUV/4x4,70000,Noir,JEEP,RENEGADE
1018,1018,75000,3.2021,Essence,Manuelle,6,Berline,49452,Blanc,GEELY,GX3
1019,1019,180000,11.2016,Essence,Manuelle,6,Citadine,32000,Gris Shark,CITROEN,C4
1020,1020,93000,5.2018,Essence,Manuelle,6,SUV/4x4,42500,Gris argent,GREAT WALL,M4
1021,1021,23000,9.2021,Essence,Manuelle,5,Autres,45000,Blanc,HYUNDAI,I10
1022,1022,167000,3.2014,Essence,Automatique,9,Berline,109000,Noir,MERCEDES-BENZ,CLASSE C
1023,1023,84000,6.2017,Essence,Automatique,7,Coupé,118000,Noir,BMW,SERIE 4
1024,1024,177000,10.2019,Essence,Automatique,6,Coupé,57500,Noir,GOLF,7
1025,1025,29000,7.2023,Essence,Automatique,9,SUV/4x4,89500,Gris Shark,HAVAL,JOLION
1026,1026,180000,2.2012,Essence,Manuelle,4,Citadine,27500,Blanc,POLO,
1027,1027,98000,11.2022,Essence,Automatique,7,Berline,55000,Bleu,MG,5
1028,1028,150000,12.2009,Essence,Automatique,32,SUV/4x4,55000,Noir,LAND ROVER,RANGE ROVER
1029,1029,300000,12.1998,Diesel,Manuelle,11,SUV/4x4,33000,Blanc,MITSUBISHI,PAJERO
1030,1030,5000,6.2022,Essence,Automatique,8,Compacte,114000,Gris Shark,SEAT,LEON
1031,1031,127000,5.2016,Essence,Automatique,5,Citadine,33000,Blanc,KIA,PICANTO
1032,1032,167000,8.2015,Essence,Automatique,9,Coupé,58000,Blanc,VOLVO,S60
1033,1033,270000,8.201,Essence,Manuelle,5,Compacte,25000,Autre,FORD,FIESTA
1034,1034,155000,3.2015,Essence,Automatique,7,Berline,43000,Noir,PEUGEOT,508
1035,1035,128000,5.2017,Diesel,Automatique,10,SUV/4x4,100000,Autre,KIA,SPORTAGE
1036,1036,20127,3.2009,Essence,Manuelle,5,Autres,34000,Beige,MINI,COOPER
1037,1037,158000,1.2009,Essence,Automatique,9,Berline,62000,Gris Shark,MERCEDES-BENZ,CLASSE C
1038,1038,100000,8.2016,Essence,Automatique,8,Berline,124000,Noir,MERCEDES-BENZ,CLASSE C
1039,1039,103000,8.2014,Diesel,Automatique,16,SUV/4x4,153000,Gris Shark,LAND ROVER,DISCOVERY SPORT
1040,1040,173000,2.2017,Essence,Automatique,7,SUV/4x4,48500,Blanc,SSANGYONG,TIVOLI
1041,1041,225000,6.2008,Diesel,Automatique,15,Berline,89000,Noir,MERCEDES-BENZ,CLASSE S
1042,1042,87000,11.202,Essence,Manuelle,5,SUV/4x4,36000,Blanc,MAHINDRA,KUV 100
1043,1043,20000,8.2021,Essence,Automatique,9,Berline,88000,Gris anthracite,MG,6
1044,1044,46000,9.202,Essence,Manuelle,5,Citadine,32000,Rouge,MAHINDRA,KUV 100
1045,1045,58000,1.2021,Essence,Manuelle,4,Citadine,38500,Blanc,PEUGEOT,208
1046,1046,103000,9.2019,Essence,Manuelle,6,Berline,80000,Gris anthracite,GOLF,7
1047,1047,330000,4.2012,Diesel,Manuelle,9,Berline,84000,Noir,AUDI,A6
1048,1048,88000,10.2017,Diesel,Automatique,11,SUV/4x4,265000,Noir,TOYOTA,LAND CRUISER
1049,1049,73000,12.2018,Essence,Manuelle,6,Citadine,55000,Rouge,SEAT,LEON
1050,1050,250000,5.2019,Essence,Manuelle,5,Berline,22500,Blanc,PEUGEOT,301
1051,1051,60000,2.2022,Diesel,Manuelle,6,Pick up,85000,Gris anthracite,PEUGEOT,LANDTREK
1052,1052,66000,8.202,Essence,Manuelle,6,Citadine,71500,Bleu,SEAT,LEON
1053,1053,95000,2.2019,Essence,Manuelle,8,SUV/4x4,49000,Noir,CHERY,TIGGO 3
1054,1054,71100,12.2018,Essence,Manuelle,7,Autres,73000,Noir,NISSAN,QASHQAI
1055,1055,158000,1.2019,Essence,Manuelle,5,Citadine,47000,Gris Shark,PEUGEOT,308
1056,1056,78000,10.2021,Essence,Automatique,6,Citadine,128000,Noir,MERCEDES-BENZ,CLASSE A
1057,1057,148000,11.2011,Essence,Automatique,11,Coupé,77000,Blanc,MERCEDES-BENZ,CLASSE E
1058,1058,34000,6.2016,Essence,Automatique,5,Berline,69500,Beige,MINI,COOPER
1059,1059,182000,8.2015,Essence,Automatique,9,Coupé,43000,Rouge,ALFA ROMEO,GIULIETTA
1060,1060,209000,1.2013,Essence,Automatique,7,Berline,57500,Noir,BMW,SERIE 3
1061,1061,94000,9.2019,Diesel,Automatique,8,SUV/4x4,125000,Gris anthracite,KIA,SPORTAGE
1062,1062,175000,8.2017,Essence,Manuelle,5,Citadine,29000,Blanc,SUZUKI,SWIFT
1063,1063,244980,5.2009,Essence,Manuelle,5,Citadine,18500,Gris anthracite,FIAT,PUNTO
1064,1064,170000,9.2019,Essence,Manuelle,6,Berline,73000,Noir,AUDI,A3 SPORTBACK
1065,1065,143000,7.2013,Essence,Manuelle,5,Compacte,36700,Bleu,RENAULT,CLIO
1066,1066,85400,10.2017,Essence,Automatique,5,Autres,48500,Bleu,SUZUKI,BALENO
1067,1067,145000,12.2017,Essence,Manuelle,5,Berline,38500,Gris argent,KIA,RIO
1068,1068,64000,11.2021,Diesel,Automatique,17,SUV/4x4,235000,Gris Shark,ISUZU,MU-X
1069,1069,32000,5.2022,Essence,Automatique,7,SUV/4x4,76500,Gris Shark,HYUNDAI,VENUE
1070,1070,35000,7.2018,Essence,Manuelle,7,SUV/4x4,66000,Bleu,SSANGYONG,TIVOLI
1071,1071,260000,5.2015,Essence,Automatique,9,SUV/4x4,85000,Noir,BMW,X3
1072,1072,85000,12.2016,Essence,Manuelle,6,Berline,32000,Blanc,CHERY,E3
1073,1073,12000,9.202,Essence,Manuelle,6,Citadine,109000,Blanc,GOLF,8
1074,1074,86000,6.2016,Essence,Automatique,6,Citadine,41900,Noir,MAZDA,2
1075,1075,40000,2.202,Essence,Automatique,6,SUV/4x4,51000,Noir,CITROEN,C3 AIRCROSS
1076,1076,90000,8.2017,Diesel,Automatique,16,SUV/4x4,275000,Noir,LAND ROVER,RANGE ROVER
1077,1077,52200,2.202,Essence,Manuelle,5,Citadine,54000,Gris argent,KIA,RIO
1078,1078,30000,4.2021,Essence,Manuelle,5,Coupé,65000,Bleu,KIA,RIO
1079,1079,15900,5.2023,Essence,Automatique,7,SUV/4x4,89000,Rouge,HYUNDAI,VENUE
1080,1080,148000,6.2013,Essence,Automatique,21,Monospace,160000,Blanc,PORSCHE,CAYENNE
1081,1081,97000,9.2016,Essence,Automatique,6,SUV/4x4,63000,Noir,NISSAN,QASHQAI
1082,1082,114000,7.202,Essence,Manuelle,6,Citadine,64900,Noir,SEAT,IBIZA
1083,1083,73000,6.2017,Essence,Manuelle,6,Compacte,77000,Blanc,GOLF,7
1084,1084,77000,6.2018,Essence,Manuelle,4,Compacte,32500,Rouge,SUZUKI,CELERIO
1085,1085,41000,1.2022,Hybride (essence),Automatique,10,Berline,180000,Noir,MERCEDES-BENZ,CLASSE C
1086,1086,189000,7.2011,Essence,Manuelle,6,Citadine,28900,Blanc,CITROEN,C4
1087,1087,170000,7.2013,Essence,Automatique,10,Berline,72900,Blanc,BMW,SERIE 3
1088,1088,180000,12.2012,Diesel,Manuelle,9,SUV/4x4,59500,Noir,KIA,SPORTAGE
1089,1089,40000,5.202,Essence,Manuelle,6,SUV/4x4,69000,Gris Shark,SSANGYONG,TIVOLI
1090,1090,70000,7.2021,Essence,Automatique,8,Citadine,125000,Noir,GOLF,8
1091,1091,60000,1.2017,Diesel,Manuelle,5,Pick up,28500,Blanc,CITROEN,NEMO
1092,1092,104000,11.2017,Essence,Manuelle,5,Berline,37900,Noir,POLO,1
1093,1093,61000,5.2017,Essence,Automatique,9,Berline,150000,Blanc,BMW,SERIE 5
1094,1094,24500,3.2022,Essence,Automatique,9,Berline,295400,Blanc,MERCEDES-BENZ,CLASSE E
1095,1095,264000,1.2008,Essence,Manuelle,6,Autres,22500,Gris argent,CITROEN,C4
1096,1096,124989,2.2018,Essence,Manuelle,6,Compacte,41000,Noir,CITROEN,C4 II
1097,1097,220000,6.2007,Essence,Manuelle,5,Citadine,18500,Noir,FIAT,PUNTO
1098,1098,41000,10.2021,Essence,Manuelle,5,Berline,50000,Noir,POLO,
1099,1099,240000,6.201,Essence,Manuelle,4,Compacte,21000,Blanc,PEUGEOT,206
1100,1100,130000,9.2019,Essence,Manuelle,5,Citadine,37000,Blanc,CHEVROLET,SONIC
1101,1101,147202,1.2012,Diesel,Automatique,9,SUV/4x4,55000,Blanc,VOLKSWAGEN,TIGUAN
1102,1102,0,2.2024,Diesel,Automatique,9,SUV/4x4,358000,Noir,LAND ROVER,RANGE ROVER
1103,1103,76000,8.2018,Essence,Automatique,6,SUV/4x4,82000,Noir,AUDI,Q2
1104,1104,0,2.2024,Diesel,Automatique,12,SUV/4x4,495000,Noir,LAND ROVER,DEFENDER
1105,1105,1000,1.2024,Hybride (essence),Automatique,10,Berline,270000,Bleu,MERCEDES-BENZ,CLASSE C
1106,1106,1000,11.2023,Hybride (essence),Automatique,8,Citadine,142000,Gris Shark,AUDI,A3
1107,1107,90000,9.2014,Essence,Manuelle,5,Citadine,90000,Autre,PEUGEOT,208
1108,1108,140000,9.2015,Essence,Automatique,7,Monospace,82000,Blanc,BMW,SERIE 2
1109,1109,128000,4.2018,Diesel,Manuelle,6,Utilitaire,50000,Gris Shark,PEUGEOT,EXPERT
1110,1110,104000,4.2017,Essence,Manuelle,6,Compacte,52000,Gris Shark,FORD,FOCUS
1111,1111,110000,11.202,Diesel,Automatique,6,SUV/4x4,90000,Blanc,RENAULT,KADJAR
1112,1112,209000,9.201,Essence,Automatique,9,Berline,90000,Gris argent,MERCEDES-BENZ,CLASSE C
1113,1113,180000,8.2008,Essence,Manuelle,7,Coupé,22000,Noir,CITROEN,C4
1114,1114,93000,7.2021,Essence,Manuelle,4,Citadine,49500,Gris Shark,POLO,8
1115,1115,205000,2.2011,Essence,Manuelle,6,Citadine,24500,Noir,PEUGEOT,207
1116,1116,69000,6.2021,Essence,Manuelle,5,Citadine,46900,Noir,HYUNDAI,I10
1117,1117,36000,10.202,Essence,Automatique,8,Berline,205000,Noir,AUDI,COUPE
1118,1118,20000,7.2023,Essence,Automatique,6,Berline,65000,Noir,SUZUKI,CIAZ
1119,1119,130000,10.2019,Essence,Automatique,8,Berline,61000,Noir,SKODA,OCTAVIA
1120,1120,300000,1.2016,Diesel,Manuelle,7,Pick up,45000,Gris Shark,SSANGYONG,ACTYON
1121,1121,93000,6.2014,Essence,Automatique,7,Berline,78000,Blanc,MERCEDES-BENZ,CLA
1122,1122,240000,3.2013,Essence,Automatique,12,Berline,73000,Blanc,MERCEDES-BENZ,CLASSE E
1123,1123,85000,8.2016,Essence,Manuelle,5,Citadine,60000,Rouge,GOLF,7
1124,1124,70000,6.202,Essence,Automatique,7,Citadine,75000,Noir,GOLF,7
1125,1125,140000,8.2017,Essence,Manuelle,6,Coupé,49000,Blanc,SEAT,LEON
1126,1126,95000,8.2021,Essence,Manuelle,5,Coupé,65000,Noir,KIA,RIO
1127,1127,110000,3.2015,Essence,Manuelle,5,Citadine,29500,Gris anthracite,PEUGEOT,208
1128,1128,56000,12.2019,Diesel,Automatique,11,SUV/4x4,350000,Gris anthracite,LAND ROVER,RANGE ROVER
1129,1129,175000,9.2014,Essence,Manuelle,7,Berline,50000,Noir,AUDI,A4
1130,1130,103000,8.2018,Essence,Automatique,8,Berline,67000,Gris argent,SKODA,OCTAVIA
1131,1131,78000,10.2017,Essence,Automatique,7,Coupé,120000,Noir,BMW,SERIE 4
1132,1132,100000,9.2018,Diesel,Automatique,11,SUV/4x4,215000,Blanc,AUDI,Q5
1133,1133,30000,7.2021,Hybride (essence),Manuelle,6,SUV/4x4,85000,Bleu,HYUNDAI,KONA
1134,1134,214995,10.2012,Diesel,Automatique,10,SUV/4x4,49000,Noir,BMW,X3
1135,1135,152000,6.2011,Diesel,Automatique,12,SUV/4x4,39000,Gris anthracite,BMW,X1
1136,1136,210000,4.2009,Essence,Manuelle,6,Autres,30500,Noir,AUDI,A4
1137,1137,20000,1.2023,Essence,Automatique,7,SUV/4x4,108000,Noir,JEEP,RENEGADE
1138,1138,98600,10.2017,Essence,Manuelle,7,SUV/4x4,48500,Gris anthracite,SSANGYONG,TIVOLI
1139,1139,181000,10.2014,Essence,Manuelle,7,Autres,43000,Marron,DACIA,DUSTER
1140,1140,165000,5.201,Essence,Manuelle,5,Compacte,24500,Rouge,FIAT,PUNTO
1141,1141,134000,11.2015,Essence,Manuelle,6,SUV/4x4,55000,Blanc,NISSAN,JUKE
1142,1142,158000,9.2011,Essence,Automatique,7,Citadine,38000,Blanc,GOLF,6
1143,1143,225000,8.2013,Diesel,Automatique,7,Berline,83500,Gris anthracite,MERCEDES-BENZ,CLASSE E
1144,1144,90000,6.2017,Essence,Manuelle,4,Citadine,32900,Noir,TOYOTA,AYGO
1145,1145,73000,10.2019,Essence,Manuelle,5,Coupé,49800,Gris argent,KIA,RIO
1146,1146,90000,6.2018,Essence,Manuelle,5,Berline,36000,Gris argent,CHEVROLET,SONIC
1147,1147,10000,6.2021,Essence,Automatique,8,SUV/4x4,188000,Gris Shark,AUDI,Q3
1148,1148,17000,1.2022,Essence,Manuelle,5,Berline,48400,Noir,HYUNDAI,I10
1149,1149,80000,6.2021,Essence,Manuelle,7,Berline,65000,Noir,RENAULT,MEGANE 4
1150,1150,184000,6.2006,Diesel,Manuelle,7,Utilitaire,22000,Vert,CITROEN,BERLINGO
1151,1151,115000,12.2016,Essence,Manuelle,5,SUV/4x4,46000,Blanc,NISSAN,JUKE
1152,1152,70000,6.2019,Essence,Automatique,7,Autres,148000,Autre,MERCEDES-BENZ,CLA
1153,1153,265000,1.2013,Diesel,Automatique,11,Berline,91900,Blanc,MERCEDES-BENZ,250
1154,1154,230000,5.2011,Diesel,Automatique,7,SUV/4x4,51000,Blanc,BMW,X1
1155,1155,93000,9.2015,Essence,Manuelle,7,SUV/4x4,48000,Noir,DACIA,DUSTER
1156,1156,130000,1.2017,Diesel,Automatique,10,Pick up,153000,Bleu,VOLKSWAGEN,AMAROK
1157,1157,360000,11.2,Diesel,Manuelle,17,SUV/4x4,115000,Blanc,TOYOTA,LAND CRUISER
1158,1158,77000,5.202,Essence,Automatique,12,SUV/4x4,199000,Blanc,LAND ROVER,RANGE ROVER
1159,1159,0,1.2024,Hybride (essence),Automatique,11,SUV/4x4,450000,Noir,MERCEDES-BENZ,GLC
1160,1160,67000,2.202,Essence,Automatique,25,SUV/4x4,445000,Noir,PORSCHE,CAYENNE
1161,1161,99000,12.2019,Essence,Automatique,6,Citadine,68000,Gris argent,GOLF,7
1162,1162,45000,7.2019,Essence,Automatique,24,Coupé,470000,Noir,PORSCHE,CAYENNE
1163,1163,294000,2.2008,Diesel,Manuelle,5,Monospace,23500,Gris argent,FORD,C-MAX
1164,1164,185000,7.201,Essence,Automatique,13,Citadine,55000,Blanc,AUDI,A5 SPORTBACK
1165,1165,73000,11.2019,Essence,Automatique,8,SUV/4x4,135000,Noir,KIA,SPORTAGE
1166,1166,160000,5.2018,Diesel,Manuelle,5,Citadine,48500,Bleu,DACIA,DOKKER
1167,1167,340000,5.2006,Diesel,Manuelle,8,Pick up,55000,Blanc,TOYOTA,HILUX
1168,1168,109000,8.2019,Essence,Manuelle,4,Citadine,31500,Noir,PEUGEOT,208
1169,1169,63000,11.2018,Essence,Manuelle,7,Berline,109000,Blanc,VOLKSWAGEN,PASSAT
1170,1170,151000,7.2014,Essence,Automatique,10,Coupé,86000,Blanc,BMW,SERIE 4
1171,1171,172000,5.2016,Essence,Manuelle,5,Citadine,50000,Beige,GOLF,7
1172,1172,170000,11.2013,Essence,Manuelle,4,Citadine,25000,Gris Shark,HYUNDAI,I10
1173,1173,172000,2.2014,Essence,Manuelle,4,Citadine,28000,Gris argent,HYUNDAI,I20
1174,1174,110000,1.202,Essence,Manuelle,4,Citadine,33500,Blanc,CITROEN,C3
1175,1175,92000,8.2019,Essence,Manuelle,5,Berline,26500,Blanc,CITROEN,C-ELYSEE
1176,1176,27000,10.2021,Essence,Manuelle,4,Autres,83192,Gris anthracite,SEAT,IBIZA
1177,1177,163000,6.2006,Essence,Automatique,25,Autres,100000,Bleu,MERCEDES-BENZ,CLASSE S
1178,1178,165000,8.2018,Essence,Manuelle,5,Coupé,33000,Blanc,HYUNDAI,I10
1179,1179,58000,7.202,Diesel,Automatique,8,SUV/4x4,250000,Bleu,BMW,X3
1180,1180,122000,10.2013,Essence,Manuelle,5,Coupé,30000,Bleu,CITROEN,DS3
1181,1181,170000,2.2016,Essence,Manuelle,5,Citadine,53000,Noir,GOLF,7
1182,1182,37000,1.2022,Essence,Automatique,10,Berline,258000,Blanc,BMW,SERIE 5
1183,1183,66000,10.202,Essence,Manuelle,7,Berline,49000,Beige,CHERY,ARRIZO 5
1184,1184,59000,11.2021,Essence,Manuelle,5,Compacte,70000,Gris Shark,SEAT,ARONA
1185,1185,110000,1.2014,Essence,Manuelle,9,SUV/4x4,51000,Gris argent,PEUGEOT,4008
1186,1186,27000,4.2022,Essence,Manuelle,5,Citadine,67500,Blanc,KIA,RIO
1187,1187,109000,7.2017,Essence,Manuelle,5,Citadine,41500,Noir,CITROEN,C3
1188,1188,212000,9.2009,Essence,Automatique,30,SUV/4x4,78000,Noir,PORSCHE,CAYENNE
1189,1189,194000,9.2014,Essence,Manuelle,5,Utilitaire,35000,Aubergine,TOYOTA,YARIS
1190,1190,98000,12.2019,Diesel,Manuelle,5,Utilitaire,38000,Blanc,FIAT,DOBLO
1191,1191,27700,11.2021,Essence,Automatique,5,Citadine,67500,Autre,HYUNDAI,I20
1192,1192,17000,1.2021,Essence,Manuelle,5,Compacte,65500,Noir,KIA,RIO
1193,1193,247000,6.201,Diesel,Automatique,7,Berline,52000,Noir,MERCEDES-BENZ,CLASSE C
1194,1194,73000,5.2019,Essence,Automatique,7,Berline,133000,Noir,BMW,SERIE 4
1195,1195,420000,3.2005,Diesel,Manuelle,12,Pick up,26000,Gris Shark,MAZDA,B SERIES
1196,1196,83000,2.202,Essence,Manuelle,4,Citadine,36400,Rouge,TOYOTA,YARIS
1197,1197,67000,1.2017,Essence,Automatique,4,Citadine,44000,Blanc,FIAT,500
1198,1198,250000,10.2008,Essence,Manuelle,5,Autres,23000,Autre,FIAT,PUNTO
1199,1199,183000,8.2012,Essence,Manuelle,6,Compacte,47000,Gris Shark,BMW,SERIE 1
1200,1200,13000,9.2021,Essence,Manuelle,4,Citadine,65000,Gris anthracite,POLO,
1201,1201,90000,1.202,Essence,Manuelle,5,Citadine,53000,Autre,PEUGEOT,308
1202,1202,140000,1.2019,Diesel,Automatique,6,Citadine,97000,Gris Shark,MERCEDES-BENZ,CLASSE A
1203,1203,63000,3.2019,Essence,Manuelle,4,Citadine,49000,Aubergine,FIAT,500
1204,1204,113000,5.2016,Essence,Manuelle,6,Coupé,46900,Gris anthracite,SEAT,LEON
1205,1205,120000,6.2018,Essence,Automatique,8,SUV/4x4,50000,Gris argent,SSANGYONG,TIVOLI
1206,1206,150000,1.2015,Essence,Automatique,10,Berline,114000,Gris Shark,BMW,SERIE 4
1207,1207,239000,3.2012,Essence,Manuelle,5,Autres,27000,Noir,CITROEN,C3
1208,1208,37000,5.2021,Essence,Automatique,4,Citadine,55000,Rouge,FIAT,500
1209,1209,130000,1.2016,Essence,Manuelle,7,Berline,68000,Noir,VOLKSWAGEN,PASSAT
1210,1210,100000,1.202,Diesel,Manuelle,5,Berline,45000,Blanc,PEUGEOT,208
1211,1211,75000,6.202,Essence,Automatique,6,Citadine,75000,Blanc,TOYOTA,COROLLA
1212,1212,85000,6.2019,Essence,Automatique,29,Berline,329000,Gris Shark,PORSCHE,MACAN
1213,1213,90000,6.2012,Essence,Automatique,21,SUV/4x4,179000,Blanc,PORSCHE,CAYENNE
1214,1214,80000,2.2011,Essence,Automatique,30,Berline,180000,Gris argent,PORSCHE,PANAMERA
1215,1215,160000,10.2015,Essence,Automatique,10,Berline,45000,Noir,KIA,OPTIMA
1216,1216,71000,10.2019,Essence,Manuelle,6,SUV/4x4,47000,Rouge,CHERY,TIGGO 2
1217,1217,200000,7.2013,Essence,Manuelle,5,Berline,23000,Noir,CHEVROLET,AVEO
1218,1218,97000,2.2015,Essence,Automatique,10,Citadine,60000,Noir,VOLVO,V40
1219,1219,260000,11.2007,Diesel,Automatique,11,SUV/4x4,38000,Noir,BMW,X3
1220,1220,67000,5.2018,Essence,Manuelle,7,SUV/4x4,70000,Bleu,RENAULT,KADJAR
1221,1221,79000,6.2021,Hybride (diesel),Automatique,7,SUV/4x4,143000,Bleu,HYUNDAI,TUCSON
1222,1222,89000,3.2017,Essence,Manuelle,5,Citadine,45500,Blanc,CITROEN,C4 CACTUS
1223,1223,25600,8.2018,Essence,Manuelle,7,SUV/4x4,39000,Vert,LADA,NIVA
1224,1224,65004,8.2019,Hybride (diesel),Automatique,11,SUV/4x4,140000,Bleu,KIA,SPORTAGE
1225,1225,70000,9.2021,Essence,Automatique,9,Berline,183000,Gris Shark,BMW,SERIE 3
1226,1226,17313,11.2022,Hybride (diesel),Automatique,12,SUV/4x4,350000,Noir,AUDI,QUATTRO
1227,1227,52000,10.202,Essence,Manuelle,6,SUV/4x4,92500,Gris argent,VOLKSWAGEN,T-ROC
1228,1228,106000,7.2021,Essence,Manuelle,5,Citadine,53900,Noir,KIA,RIO
1229,1229,68000,12.2021,Essence,Manuelle,5,Citadine,67000,Gris anthracite,KIA,RIO
1230,1230,178000,4.2019,Essence,Automatique,6,Citadine,59000,Gris argent,GOLF,7
1231,1231,191000,4.2015,Essence,Manuelle,5,Citadine,52000,Gris argent,GOLF,7
1232,1232,34000,2.2017,Essence,Automatique,16,Berline,205000,Aubergine,JAGUAR,XJ
1233,1233,64000,7.202,Essence,Automatique,7,Coupé,82500,Rouge,MAZDA,3
1234,1234,54000,3.2019,Essence,Automatique,7,Berline,53500,Noir,HONDA,CITY
1235,1235,48500,4.202,Essence,Manuelle,4,Citadine,62000,Noir,POLO,
1236,1236,56000,5.2022,Essence,Manuelle,6,SUV/4x4,80310,Gris Shark,SSANGYONG,TIVOLI
1237,1237,79000,12.202,Essence,Automatique,7,SUV/4x4,72000,Noir,MG,ZS
1238,1238,138000,5.2017,Essence,Manuelle,4,Berline,27000,Bleu,SUZUKI,CELERIO
1239,1239,50000,1.202,Essence,Manuelle,6,SUV/4x4,42000,Rouge,CHERY,TIGGO 2
1240,1240,97000,5.2017,Essence,Manuelle,4,Citadine,42000,Blanc,CITROEN,C3
1241,1241,262000,10.2013,Essence,Manuelle,4,Citadine,19500,Bleu,HYUNDAI,I10
1242,1242,200000,3.2013,Essence,Manuelle,5,Berline,21500,Noir,CHEVROLET,AVEO
1243,1243,0,1.2024,Diesel,Automatique,12,SUV/4x4,590000,Noir,MERCEDES-BENZ,GLE
1244,1244,150000,9.2001,Essence,Manuelle,8,Cabriolet,92000,Gris anthracite,BMW,Z3
1245,1245,200000,5.2007,Essence,Manuelle,6,Autres,21000,Noir,CHEVROLET,AVEO
1246,1246,220000,7.201,Essence,Automatique,9,Citadine,30000,Noir,GOLF,6
